Time,Signal
0.0,1.2246467991473532e-16
0.002000200020002,0.00600054560007439
0.004000400040004,0.01200076444488869
0.006000600060006,0.018000329800827865
0.008000800080008,0.023998914977568862
0.010001000100010001,0.029996193349720684
0.012001200120012,0.035991838378462565
0.014001400140014001,0.041985523633173635
0.016001600160016,0.04797692281305958
0.018001800180018002,0.05396570976876615
0.020002000200020003,0.05995155852398487
0.022002200220022004,0.06593414329704458
0.024002400240024,0.07191313852249384
0.026002600260026,0.07788821887266453
0.028002800280028002,0.0838590592792216
0.030003000300030003,0.08982533495469291
0.032003200320032,0.09578672141398403
0.034003400340034004,0.10174289449586868
0.036003600360036005,0.10769353038445717
0.038003800380038005,0.11363830563064534
0.040004000400040006,0.11957689717353387
0.04200420042004201,0.12550898236182428
0.04400440044004401,0.13143423897518403
0.04600460046004601,0.13735234524558698
0.048004800480048,0.1432629798786185
0.05000500050005,0.1491658220747512
0.052005200520052,0.1550605515505843
0.054005400540054004,0.16094684856005198
0.056005600560056004,0.16682439391559142
0.058005800580058005,0.17269286900927489
0.060006000600060005,0.1785519558339002
0.062006200620062006,0.18440133700404449
0.064006400640064,0.1902406957770716
0.066006600660066,0.19606971607409637
0.06800680068006801,0.2018880825009069
0.07000700070007,0.20769548036883634
0.07200720072007201,0.21349159571558973
0.074007400740074,0.21927611532601743
0.07600760076007601,0.2250487267528441
0.078007800780078,0.23080911833733897
0.08000800080008001,0.23655697922993707
0.082008200820082,0.24229199941080098
0.08400840084008401,0.24801386971033224
0.086008600860086,0.253722281829619
0.08800880088008801,0.2594169283608283
0.09000900090009001,0.2650975028075345
0.09200920092009202,0.2707636996049902
0.09400940094009401,0.27641521414032955
0.096009600960096,0.28205174277270784
0.09800980098009801,0.28767298285337756
0.1000100010001,0.29327863274569355
0.10201020102010201,0.29886839184505176
0.104010401040104,0.3044419605987546
0.10601060106010601,0.3099990405258104
0.10801080108010801,0.3155393342366539
0.11001100110011001,0.3210625454527966
0.11201120112011201,0.3265683790263981
0.11401140114011402,0.3320565409597654
0.11601160116011601,0.3375267384247688
0.11801180118011802,0.34297867978218216
0.12001200120012001,0.34841207460093804
0.12201220122012202,0.35382663367730693
0.12401240124012401,0.35922206905398685
0.126012601260126,0.3645980940391105
0.128012801280128,0.36995442322516814
0.13001300130013002,0.3752907725078405
0.132013201320132,0.3806068591047442
0.134013401340134,0.385902401574086
0.13601360136013602,0.3911771198332288
0.13801380138013802,0.3964307351771621
0.14001400140014,0.4016629702968803
0.142014201420142,0.4068735492976646
0.14401440144014402,0.41206219771727176
0.14601460146014603,0.4172286425440218
0.148014801480148,0.4223726122347895
0.15001500150015,0.42749383673289393
0.15201520152015202,0.4325920474858898
0.15401540154015403,0.4376669774632532
0.156015601560156,0.4427183611739668
0.15801580158015802,0.44774593468399665
0.16001600160016002,0.45274943563366754
0.162016201620162,0.45772860325492815
0.164016401640164,0.4626831783885078
0.16601660166016602,0.46761290350096585
0.16801680168016803,0.47251752270162917
